mesh_level,h,field_case,flux_type,alpha_lf,initial_preset,center_x,center_y,center_z,mass0,mass,mass_error,mass_rel_error,error_reference,step_index,time,L2_error,Linf_error,max_abs_q,reached_tf,tf_used,nsteps
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15413535929087585,0.0,0.0,exact_gaussian,0,0.0,0.0,0.0,0.9887606884380052,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15413687196614173,1.512675265880059e-06,9.813940635292002e-06,exact_gaussian,1,0.03061467458920717,0.0024299471691301296,0.014059085473796959,0.995479059830166,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15414086820873993,5.5089178640777e-06,3.5740779334620885e-05,exact_gaussian,2,0.06122934917841434,0.004311506847627202,0.023077582703912948,0.9973311531884802,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15414703124568657,1.1671954810721363e-05,7.572535506726063e-05,exact_gaussian,3,0.09184402376762152,0.00620326093591726,0.03275745508903238,0.9890620202586942,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15415516790028871,1.9808609412863554e-05,0.00012851437531268751,exact_gaussian,4,0.12245869835682868,0.008189737176391938,0.048975191233693094,0.9694116698108021,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1541649854786619,2.9626187786041536e-05,0.00019220889951755072,exact_gaussian,5,0.15307337294603585,0.01025927417214024,0.06760040381954424,0.9809026250228607,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15417605639290052,4.069710202467269e-05,0.00026403482115918217,exact_gaussian,6,0.18368804753524304,0.01235902578371514,0.08709407955374937,1.0095233643782444,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15418783758972843,5.2478298852576266e-05,0.0003404689170220967,exact_gaussian,7,0.2143027221244502,0.014417475075701954,0.10587426887196505,1.028795951007094,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15419970314718054,6.434385630468831e-05,0.000417450328079893,exact_gaussian,8,0.24491739671365736,0.016360681089693203,0.12247950425527332,1.037854604814131,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15421097787431523,7.561858343937966e-05,0.0004905985478431097,exact_gaussian,9,0.27553207130286456,0.018122933755262107,0.13566675724816257,1.03621658018954,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15422096904471175,8.560975383589686e-05,0.0005554193030707431,exact_gaussian,10,0.3061467458920717,0.019652560427384468,0.14447424088742267,1.0237433812684593,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15422899624723696,9.363695636110947e-05,0.0006074982196940477,exact_gaussian,11,0.3367614204812789,0.02091428243903937,0.14825806495750588,1.0006436715702893,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15423442004853477,9.906075765891975e-05,0.0006426867794298756,exact_gaussian,12,0.3673760950704861,0.021889547024928836,0.14670626633385808,0.9674606249854703,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15423667005342978,0.00010131076255393001,0.0006572843701797319,exact_gaussian,13,0.3979907696596932,0.02257602068558843,0.1398326078418769,0.9257227065949182,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1542352724667709,9.991317589505555e-05,0.0006482171018689154,exact_gaussian,14,0.4286054442489004,0.022987077251387513,0.12795266219508927,0.9134509811268031,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15422987661647902,9.451732560317172e-05,0.0006132098827810416,exact_gaussian,15,0.45922011883810754,0.023151685051086158,0.11722659877533717,0.9371900102772119,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15422027925144854,8.491996057269358e-05,0.0005509440595810157,exact_gaussian,16,0.48983479342731473,0.02311460929752046,0.11701894533446507,0.9520651709715651,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15420644491520505,7.108562432919796e-05,0.0004611895976123755,exact_gaussian,17,0.5204494680165219,0.02293632322562293,0.11546583123148055,0.9617797330413062,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15418852042155698,5.31611306811286e-05,0.00034489899608827464,exact_gaussian,18,0.5510641426057291,0.022691523643339113,0.11299227730449421,0.9637285124251945,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15416684148288223,3.148219200638236e-05,0.0002042502911156867,exact_gaussian,19,0.5816788171949362,0.022464838355236782,0.11009931932960426,0.9578988571036675,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15414192987574224,6.57058486638884e-06,4.2628666755103155e-05,exact_gaussian,20,0.6122934917841434,0.022342569320906704,0.1073187351613216,0.9444668948134376,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15411448013443568,-2.08791564401678e-05,-0.00013545987459480854,exact_gaussian,21,0.6429081663733506,0.022400648634588675,0.10516376371354344,0.9237881160452462,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15408533556405998,-5.002372681586764e-05,-0.0003245441347527895,exact_gaussian,22,0.6735228409625578,0.022691425960287216,0.10408105707281445,0.896380895246771,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1540554542591396,-7.990503173624375e-05,-0.0005184081842340363,exact_gaussian,23,0.704137515551765,0.023234071249531137,0.10440883377147708,0.9013874707913352,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1540258666919912,-0.0001094925988846529,-0.0007103665206244106,exact_gaussian,24,0.7347521901409722,0.02401288850833891,0.1063453903649903,0.9282492862459846,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1539976271939144,-0.0001377320969614404,-0.0008935788491044413,exact_gaussian,25,0.7653668647301792,0.024984085900238436,0.11037517615030121,0.9469034520703441,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15397176220907413,-0.0001635970818017196,-0.0010613858011190548,exact_gaussian,26,0.7959815393193864,0.026087354830024428,0.11582562077515757,0.9569758890829924,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15394921850101786,-0.00018614078985798588,-0.001207644960341067,exact_gaussian,27,0.8265962139085936,0.027257274239006,0.12141260929929953,0.9806564059301697,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15393081451296017,-0.00020454477791567727,-0.001327046427612184,exact_gaussian,28,0.8572108884978008,0.02843124677853683,0.12863868582239935,1.013957372318492,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15391719783490104,-0.00021816145597480796,-0.0014153887659424439,exact_gaussian,29,0.887825563087008,0.029553232643731886,0.13623193275784118,1.0372022051552834,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1539088112505353,-0.0002265480403405573,-0.0014697992815070305,exact_gaussian,30,0.9184402376762151,0.03057431750234093,0.14365098400388066,1.049663613230864,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15390586918258517,-0.00022949010829068084,-0.0014888868417116388,exact_gaussian,31,0.9490549122654223,0.031451867451510906,0.15034669881356721,1.050936637150666,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15390834559665648,-0.00022701369421937456,-0.0014728203526029786,exact_gaussian,32,0.9796695868546295,0.032149056700479024,0.15580399023439417,1.0409571069583174,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15391597363443918,-0.0002193856564366714,-0.0014233311385913646,exact_gaussian,33,1.0102842614438365,0.032636239030362516,0.15957856627553996,1.0200041783830553,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15392825649599381,-0.00020710279488203587,-0.0013436423403094858,exact_gaussian,34,1.0408989360330438,0.03289513738197082,0.16132580305508099,0.9886870151423879,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1539444884359631,-0.00019087085491276135,-0.0012383326953068587,exact_gaussian,35,1.071513610622251,0.03292620754838495,0.16081995498742752,0.9479166090974805,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15396378422243873,-0.00017157506843712422,-0.0011131454146957747,exact_gaussian,36,1.1021282852114582,0.03275875812545958,0.16411814187953078,0.9406222218445932,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15398511505498605,-0.00015024423588980151,-0.0009747551540478703,exact_gaussian,37,1.1327429598006653,0.03246227243040848,0.18181104600742662,0.9507951552546446,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15400734875749067,-0.0001280105333851811,-0.0008305072500827444,exact_gaussian,38,1.1633576343898724,0.032155457632240786,0.19759070247086488,0.9532118788916811,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1540292920437751,-0.000106067247100744,-0.0006881435096315548,exact_gaussian,39,1.1939723089790797,0.03200658230118138,0.2108363540912315,0.9478548637019981,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15404973277836506,-8.562651251078912e-05,-0.0005555280300686842,exact_gaussian,40,1.2245869835682868,0.032216022382177426,0.22100244183147183,0.9348824611163248,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1540674803916939,-6.787889918194456e-05,-0.00044038499338654153,exact_gaussian,41,1.255201658157494,0.0329746925409573,0.22763970293697872,0.9146194190766054,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1540814029240929,-5.395636678295901e-05,-0.00035005833204784304,exact_gaussian,42,1.2858163327467012,0.03440617918280872,0.23041139949558243,0.8875418832067467,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15409045953118605,-4.48997596897982e-05,-0.000291300840354651,exact_gaussian,43,1.3164310073359082,0.036519312962657986,0.2291044132333488,0.8542577886019553,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.154093727652435,-4.163163844084217e-05,-0.0002700979102548248,exact_gaussian,44,1.3470456819251155,0.039198126372836484,0.22363514528564174,0.8154837074567155,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15409042439731477,-4.493489356108271e-05,-0.00029152878202518104,exact_gaussian,45,1.3776603565143226,0.04223025881805173,0.21405031801312452,0.772019311212359,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1540799220192072,-5.543727166865131e-05,-0.0003596661526835845,exact_gaussian,46,1.40827503110353,0.045351734791856606,0.20247686759354455,0.7728249067104644,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15406175761197452,-7.360167890133051e-05,-0.0004775132665207173,exact_gaussian,47,1.438889705692737,0.048287383006209515,0.18767451726446177,0.7979321393688654,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.15403563737149478,-9.972191938106834e-05,-0.000646976267093124,exact_gaussian,48,1.4695043802819443,0.05077982541977059,0.16931148719527556,0.8183761673304913,True,6.28,206
2,0.7653668647301795,gaussian,lax_friedrichs,1.0,custom,1.0,0.0,0.0,0.15413535929087585,0.1540014359133777,-0.00013392337749815186,-0.0008688686237492006,exact_gaussian,49,1.5001190548711514,0.0526089833817535,0.1480280675395634,0.8338876938325235,True,6.28,206
